"index","progressed","size","PDI","API_prop","oil_total","surfactant_total","cosolvent_total","other_total","o_num","s_num","c_num","other_num","cplx_minmax_norm","API_mol_wt","logp_chemaxon","API_melt_temp","API_water_sol","API_polar_sa","API_rot_bond","API_H_bond_donor","API_H_bond_accept","o_LC","o_sat","s_HLB","c_mol_wt","c_melt_temp","c_boil_temp","c_density","c_viscosity"
1,"0",194.7,0.231,19.05,42.86,38.1,0,0,1,2,0,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,11.5,0,0,0,0,0
2,"0",194,0.268,18.18,45.45,36.36,0,0,1,2,0,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,11.5,0,0,0,0,0
3,"0",171.1,0.232,17.39,47.83,34.78,0,0,1,2,0,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,11.5,0,0,0,0,0
4,"0",182.7,0.204,18.18,40.91,40.91,0,0,1,2,0,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,11.5,0,0,0,0,0
5,"1",201.8,0.277,17.39,43.48,39.13,0,0,1,2,0,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,11.5,0,0,0,0,0
6,"0",192.6,0.304,16.67,45.83,37.5,0,0,1,2,0,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,11.5,0,0,0,0,0
7,"0",255.7,0.189,17.39,39.13,43.48,0,0,1,2,0,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,11.5,0,0,0,0,0
8,"0",179.6,0.236,16.67,41.67,41.67,0,0,1,2,0,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,11.5,0,0,0,0,0
9,"0",159.9,0.237,16,44,40,0,0,1,2,0,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,11.5,0,0,0,0,0
10,"1",148,0.237,13.56,48.42,30,8,0.02,1,1,1,2,0.375,314.47,6.33,67,0.0126,40.46,6,2,2,1,0,15,400,6,250,1.1,90
11,"1",194,0.258,5.42,56.56,30,8,0.02,1,1,1,2,0.375,314.47,6.33,67,0.0126,40.46,6,2,2,1,0,15,400,6,250,1.1,90
12,"1",41,0.22,10,18,45,27,0,1,1,1,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,12.4,76.1,-59,188.2,1,56
13,"0",72,0.43,10,18,40.5,31.5,0,1,1,1,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,12.4,76.1,-59,188.2,1,56
14,"0",192,0.26,10,18,45,27,0,1,1,1,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,12.4,76.1,-59,188.2,1,56
15,"0",674,0.57,10,18,54,18,0,1,1,1,0,0.125,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,12.4,76.1,-59,188.2,1,56
16,"1",25,0.3,10,11,59,20,0,1,4,1,0,0.5,314.47,6.33,67,0.0126,40.46,6,2,2,1,0,11.6,46.1,-114.1,78.4,0.8,1.1
17,"1",32,0.2,10,11,59,20,0,1,4,1,0,0.5,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,11.6,46.1,-114.1,78.4,0.8,1.1
18,"1",21,0.2,2,11.35,54.85,29.1,2.7,1,5,3,1,1,314.47,6.33,67,0.0126,40.46,6,2,2,1,1,11.3,112.4,-34.7,147.7,1,0.3
19,"1",22,0.1,2,11.35,54.85,29.1,2.7,1,5,3,1,1,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,11.3,112.4,-34.7,147.7,1,0.3
20,"1",39,0.3,10,11,59,20,0,1,4,1,0,0.5,314.47,6.33,67,0.0126,40.46,6,2,2,1,0,11.6,46.1,-114.1,78.4,0.8,1.1
21,"1",50,NA,7.5,10.8,58.5,20.7,2.5,1,4,1,1,0.625,314.47,6.33,67,0.0126,40.46,6,2,2,1,0,11.5,46.1,-114.1,78.4,0.8,1.1
22,"1",35.3,NA,3,1.6,68,27.4,0,1,1,2,0,0.25,314.47,6.33,67,0.0126,40.46,6,2,2,0,0,16,21.9,-16,97,1,1
23,"1",45,0.1,10,45,45,0,0,2,2,0,0,0.25,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,15,0,0,0,0,0
24,"1",30,0.2,1.1,13.7,49.4,34.6,1.2,1,4,1,1,0.625,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,10.6,118.1,-26,154,1,0
25,"1",30,0.23,3,12.5,46.5,36,2,1,4,1,1,0.625,314.47,6.33,67,0.0126,40.46,6,2,2,0,1,10.3,118.1,-26,154,1,0
26,"0",3718,0.55,3.92,37.68,28.26,28.26,1.88,1,1,1,1,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,1,0,15,134.2,-76,202,1,4.8
27,"1",140,0.03,3.92,28.26,37.68,28.26,1.88,1,1,1,1,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,1,0,15,134.2,-76,202,1,4.8
28,"0",84.4,0.06,3.92,18.84,47.1,28.26,1.88,1,1,1,1,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,1,0,15,134.2,-76,202,1,4.8
29,"0",76.3,0.05,3.92,9.42,56.51,28.26,1.88,1,1,1,1,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,1,0,15,134.2,-76,202,1,4.8
30,"1",84,0.44,5,23.75,57,14.25,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,13,76.1,-59,188.2,1,56
31,"0",17.9,NA,12.5,8.75,52.5,26.25,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,15,134.2,-76,202,1,4.8
32,"1",247.2,NA,10,22.5,67.5,0,0,1,2,0,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,1,0,14.7,0,0,0,0,0
33,"1",382,0.4,0.625,11.04,58.89,29.44,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,16,134.2,-76,202,1,4.8
34,"0",461,0.38,0.625,24.84,49.69,24.84,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,16,134.2,-76,202,1,4.8
35,"0",436,0.37,0.625,22.08,51.53,25.76,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,16,134.2,-76,202,1,4.8
36,"0",447,0.37,0.625,28.39,47.32,23.66,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,16,134.2,-76,202,1,4.8
37,"1",40.8,NA,2.5,52.45,45.05,0,0,1,1,0,0,0,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,13.5,0,0,0,0,0
38,"0",237.6,0.404,10,18,54,18,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,1,0,15,134.2,-76,202,1,4.8
39,"1",62.2,0.251,8.1,37.84,32.44,16.22,5.4,2,1,1,2,0.5,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,15,134.2,-76,202,1,4.8
40,"1",100,NA,8.1,40.2,34.46,17.23,0,2,1,1,0,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,15,134.2,-76,202,1,4.8
41,"1",139.06,0.221,2,49,36.75,12.25,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,7.5,134.2,-76,202,1,4.8
42,"1",12,NA,6.25,10.64,83.12,0,0,2,2,0,0,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,15,0,0,0,0,0
43,"0",196.6,NA,6.25,47,46.76,0,0,2,2,0,0,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,15,0,0,0,0,0
44,"0",141,NA,6.25,37.65,56.1,0,0,2,2,0,0,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,15,0,0,0,0,0
45,"0",124,NA,6.25,31.42,62.34,0,0,2,2,0,0,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,15,0,0,0,0,0
46,"0",61.3,NA,6.25,26.97,66.78,0,0,2,2,0,0,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,15,0,0,0,0,0
47,"0",18.4,NA,6.25,21.03,72.72,0,0,2,2,0,0,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,15,0,0,0,0,0
48,"0",14.9,NA,6.25,15.83,77.92,0,0,2,2,0,0,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,15,0,0,0,0,0
49,"1",363,0.5,1,29.7,39.6,29.7,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,1,0,15,46.1,-114.1,78.4,0.8,1.1
50,"0",232.5,0.496,1,29.7,39.6,29.7,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,1,0,15,46.1,-114.1,78.4,0.8,1.1
51,"0",418,0.557,1,29.7,39.6,29.7,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,1,0,15,46.1,-114.1,78.4,0.8,1.1
52,"0",127.4,0.259,1,29.7,39.6,29.7,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,1,0,15,46.1,-114.1,78.4,0.8,1.1
53,"1",241,0.584,1,0,69.3,29.7,0,0,2,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,0,10.3,46.1,-114.1,78.4,0.8,1.1
54,"0",185.7,0.337,1,29.7,39.6,29.7,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,0,15,46.1,-114.1,78.4,0.8,1.1
55,"1",171.6,NA,6.27,56.24,28.12,9.37,0,2,1,1,0,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,13,46.1,-114.1,78.4,0.8,1.1
56,"0",26.74,NA,11.63,22.1,57.44,8.84,0,2,1,1,0,0.25,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,13,46.1,-114.1,78.4,0.8,1.1
57,"0",34.34,NA,11.17,29.31,39.62,19.9,0,1,1,1,0,0.125,406.474,3.42,114.5,0.0044,75.74,10,3,5,0,1,13,134.2,-76,202,1,4.8
58,"1",244,0.313,2,68.6,29.4,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,15,0,0,0,0,0
59,"0",208,0.265,2,58.8,39.2,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,15,0,0,0,0,0
60,"0",313,0.277,2,49,49,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,15,0,0,0,0,0
61,"0",333,0.3,2,39.2,58.8,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,15,0,0,0,0,0
62,"0",155,0.178,2,29.4,68.6,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,15,0,0,0,0,0
63,"0",16,0.166,2,19.6,78.4,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,15,0,0,0,0,0
64,"0",13,0.147,2,9.8,88.2,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,15,0,0,0,0,0
65,"0",NA,NA,2,44.1,44.1,9.8,0,2,1,1,0,0.25,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,15,400,6,250,1.1,90
66,"1",NA,NA,1.28,39.48,49.36,9.87,0,2,1,1,0,0.25,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,15,46.1,-114.1,78.4,0.8,1.1
67,"1",NA,NA,1.28,49.36,39.49,9.87,0,2,1,1,0,0.25,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,15,46.1,-114.1,78.4,0.8,1.1
68,"1",NA,NA,1.28,59.24,29.62,9.87,0,2,1,1,0,0.25,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,15,46.1,-114.1,78.4,0.8,1.1
69,"0",NA,NA,1.28,34.56,44.42,19.74,0,2,1,1,0,0.25,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,15,46.1,-114.1,78.4,0.8,1.1
70,"1",NA,NA,3.13,38.74,48.44,9.69,0,2,1,1,0,0.25,500.423,8.06,137,0.00011,23.47,11,1,2,1,0,15,46.1,-114.1,78.4,0.8,1.1
71,"1",NA,NA,3.13,48.44,38.75,9.69,0,2,1,1,0,0.25,500.423,8.06,137,0.00011,23.47,11,1,2,1,0,15,46.1,-114.1,78.4,0.8,1.1
72,"1",NA,NA,3.13,58.12,29.06,9.69,0,2,1,1,0,0.25,500.423,8.06,137,0.00011,23.47,11,1,2,1,0,15,46.1,-114.1,78.4,0.8,1.1
73,"0",NA,NA,3.13,33.9,43.59,19.37,0,2,1,1,0,0.25,500.423,8.06,137,0.00011,23.47,11,1,2,1,0,15,46.1,-114.1,78.4,0.8,1.1
74,"0",NA,NA,1.77,49.11,49.12,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,12.4,0,0,0,0,0
75,"0",NA,NA,1.88,49.06,49.06,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,15,0,0,0,0,0
76,"0",NA,NA,1.66,49.17,49.17,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,13,0,0,0,0,0
77,"0",NA,NA,1.14,49.43,49.43,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,15,0,0,0,0,0
78,"1",NA,NA,0.98,49.51,49.51,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,15,0,0,0,0,0
79,"0",NA,NA,1.14,49.43,49.43,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,15,0,0,0,0,0
80,"0",NA,NA,1.7,49.16,49.15,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,13,0,0,0,0,0
81,"0",NA,NA,8,46,46,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,12.4,0,0,0,0,0
82,"0",NA,NA,8.45,45.77,45.78,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,15,0,0,0,0,0
83,"0",NA,NA,7.81,46.1,46.1,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,13,0,0,0,0,0
84,"0",NA,NA,7.7,46.16,46.15,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,15,0,0,0,0,0
85,"0",NA,NA,8.06,45.97,45.97,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,15,0,0,0,0,0
86,"1",NA,NA,8.51,45.74,45.74,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,15,0,0,0,0,0
87,"0",NA,NA,8.14,45.93,45.93,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,13,0,0,0,0,0
88,"1",NA,NA,8.16,51.61,27.55,12.67,0,2,1,1,0,0.25,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,15,46.1,-114.1,78.4,0.8,1.1
89,"1",NA,NA,16.32,47.02,25.1,11.55,0,2,1,1,0,0.25,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,15,46.1,-114.1,78.4,0.8,1.1
90,"0",NA,NA,8.5,45.75,45.75,0,0,1,1,0,0,0,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,11,0,0,0,0,0
91,"1",NA,NA,7.99,46,46,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,11,0,0,0,0,0
92,"0",NA,NA,7.13,46.44,46.44,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,11,0,0,0,0,0
93,"1",NA,NA,8.06,45.97,45.97,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,15,0,0,0,0,0
94,"0",NA,NA,8,46,46,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,15,0,0,0,0,0
95,"0",NA,NA,6.34,37.46,46.83,9.37,0,2,1,1,0,0.25,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,15,76.1,-59,188.2,1,56
96,"0",NA,NA,6.75,46.62,46.62,0,0,1,1,0,0,0,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,15,0,0,0,0,0
97,"0",NA,NA,6.59,28.02,65.39,0,0,1,1,0,0,0,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,15,0,0,0,0,0
98,"0",NA,NA,6.7,18.66,74.64,0,0,1,1,0,0,0,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,15,0,0,0,0,0
99,"0",NA,NA,4.12,23.97,47.94,23.97,0,1,1,1,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,15,76.1,-59,188.2,1,56
100,"0",NA,0.5,0.67,99.32,0,0,0,2,0,0,0,0,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,0,0,0,0,0,0
101,"0",190.2,0.068,1.98,63.72,34.31,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,11,0,0,0,0,0
102,"0",36.2,0.088,2.15,63.6,34.25,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,13,0,0,0,0,0
103,"0",12,0.138,2.18,24.46,48.91,24.46,0,1,1,1,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,1,13,134.2,-76,202,1,4.8
104,"0",NA,0.5,1.52,98.48,0,0,0,2,0,0,0,0,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,0,0,0,0,0,0
105,"0",NA,0.5,2.26,63.52,34.21,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,11,0,0,0,0,0
106,"1",58.4,0.149,3.9,62.46,33.64,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,13,0,0,0,0,0
107,"0",9.9,0.111,5.24,0,47.38,47.38,0,0,1,1,0,0,337.5,3.46,225.5,0.0176,46.26,0,1,2,0,0,13,134.2,-76,202,1,4.8
108,"1",72.3,0.18,8,36.8,55.2,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,12.3,0,0,0,0,0
109,"1",51.7,0.12,8,36.8,55.2,0,0,1,2,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,12.3,0,0,0,0,0
110,"1",159.4,0.27,8,0,92,0,0,0,2,0,0,0,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,0,12.3,0,0,0,0,0
111,"1",NA,NA,3.5,67.55,28.95,0,0,1,1,0,0,0,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,5.5,0,0,0,0,0
112,"1",NA,NA,3.5,38.6,57.9,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,13,0,0,0,0,0
113,"1",NA,NA,3.5,38.6,57.9,0,0,2,2,0,0,0.25,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,9.2,0,0,0,0,0
114,"0",NA,NA,7.85,92.16,0,0,0,2,0,0,0,0,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,0,0,0,0,0,0
115,"0",NA,NA,7.99,59.8,32.2,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,11,0,0,0,0,0
116,"1",NA,NA,8.54,59.44,32.01,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,1,0,13,0,0,0,0,0
117,"0",NA,NA,11.97,88.04,0,0,0,2,0,0,0,0,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,0,0,0,0,0,0
118,"1",NA,NA,10.85,57.94,31.2,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,11,0,0,0,0,0
119,"1",NA,NA,11.45,57.56,30.99,0,0,2,1,0,0,0.125,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13,0,0,0,0,0
120,"1",NA,NA,12.17,21.96,43.92,21.96,0,2,1,1,0,0.25,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,1,13,134.2,-76,202,1,4.8
121,"1",NA,NA,15.13,0,42.44,42.44,0,0,1,1,0,0,360.83,5.28,80.5,0.00071,52.6,7,0,3,0,0,13,134.2,-76,202,1,4.8
122,"0",NA,NA,0.7,99.3,0,0,0,2,0,0,0,0,261.707,5.49,207,0.0158,49.33,3,2,3,1,0,0,0,0,0,0,0
123,"0",NA,NA,1.65,63.92,34.42,0,0,2,1,0,0,0.125,261.707,5.49,207,0.0158,49.33,3,2,3,1,0,11,0,0,0,0,0
124,"1",NA,NA,2.08,63.64,34.27,0,0,2,1,0,0,0.125,261.707,5.49,207,0.0158,49.33,3,2,3,1,0,13,0,0,0,0,0
125,"0",NA,NA,1.38,98.62,0,0,0,2,0,0,0,0,261.707,5.49,207,0.0158,49.33,3,2,3,0,1,0,0,0,0,0,0
126,"1",NA,NA,2.07,63.66,34.27,0,0,2,1,0,0,0.125,261.707,5.49,207,0.0158,49.33,3,2,3,0,1,11,0,0,0,0,0
127,"1",NA,NA,2.61,63.3,34.09,0,0,2,1,0,0,0.125,261.707,5.49,207,0.0158,49.33,3,2,3,0,1,13,0,0,0,0,0
128,"1",NA,NA,4.38,23.9,47.81,23.9,0,2,1,1,0,0.25,261.707,5.49,207,0.0158,49.33,3,2,3,0,1,13,134.2,-76,202,1,4.8
129,"1",NA,NA,6.16,0,46.92,46.92,0,0,1,1,0,0,261.707,5.49,207,0.0158,49.33,3,2,3,0,0,13,134.2,-76,202,1,4.8
130,"1",NA,NA,2,58.8,39.2,0,0,2,1,0,0,0.125,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,13,0,0,0,0,0
131,"1",NA,NA,2,54.88,29.4,9.8,3.92,2,1,1,1,0.375,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,15,46.1,-114.1,78.4,0.8,1.1
132,"1",NA,NA,2,54.88,29.4,9.8,3.92,2,1,1,1,0.375,337.5,3.46,225.5,0.0176,46.26,0,1,2,1,0,15,46.1,-114.1,78.4,0.8,1.1
133,"1",200,NA,2.9,67.1,30,0,0,1,1,0,0,0,1202.61,3.64,149.5,0.027,279,15,5,12,0,1,11.5,0,0,0,0,0
134,"0",203,NA,10.42,41.67,47.91,0,0,1,3,0,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,0,1,12.6,0,0,0,0,0
135,"0",189,NA,10.42,33.33,56.25,0,0,1,3,0,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,0,1,12.8,0,0,0,0,0
136,"0",82,NA,10.42,25,64.59,0,0,1,3,0,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,0,1,13,0,0,0,0,0
137,"1",22,NA,10.42,16.67,72.91,0,0,1,3,0,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,0,1,13.2,0,0,0,0,0
138,"0",54,NA,10.42,8.33,81.25,0,0,1,3,0,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,0,1,13.2,0,0,0,0,0
139,"0",79,NA,10.42,4.17,85.41,0,0,1,3,0,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,0,1,13.2,0,0,0,0,0
140,"1",NA,NA,0.84,54.54,34.71,9.92,0,2,1,1,0,0.25,720.948,5.22,121,0.0013,145.78,18,4,6,1,0,15,46.1,-114.1,78.4,0.8,1.1
141,"0",33.77,NA,14.85,45.38,12.77,26.99,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
142,"0",42.73,NA,15.29,59.3,18.38,7.03,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
143,"0",48.61,NA,15.36,60.69,7.03,16.93,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
144,"0",64.12,NA,8.17,73.47,4.59,13.77,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
145,"0",26.17,NA,11.25,22.19,31.06,35.5,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
146,"0",35.65,NA,10.75,49.09,4.46,35.7,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
147,"1",32.9,NA,16.15,44.02,20.96,18.87,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
148,"0",21.6,NA,8.5,22.88,36.6,32.03,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
149,"0",37.12,NA,13.85,56,25.85,4.31,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
150,"0",24.52,NA,11.25,22.19,39.94,26.63,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
151,"0",29.19,NA,14.5,34.2,17.1,34.2,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
152,"0",28.95,NA,13,28.97,36.28,21.75,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
153,"0",52.25,NA,14,68.8,8.6,8.6,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
154,"0",30.64,NA,14,44.46,30.1,11.44,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
155,"0",59.8,NA,15.05,67.96,12.74,4.25,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
156,"0",29.03,NA,12.52,30.62,24.76,32.11,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
157,"0",29.17,NA,12.64,32.76,39.31,15.29,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
158,"0",29.86,NA,11.32,44.34,39.91,4.43,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
159,"0",38.31,NA,13,58.73,4.35,23.93,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,0,1,15,76.1,-59,188.2,1,56
160,"1",53.16,NA,2,30.26,42.39,25.35,0,1,1,1,0,0.125,628.814,4.69,125.5,0.0019,120,15,4,5,1,0,15,134.2,-76,202,1,4.8
161,"0",NA,NA,5.1,23.72,47.45,23.73,0,2,1,1,0,0.25,261.707,5.49,207,0.0158,49.33,3,2,3,0,1,13,46.1,-114.1,78.4,0.8,1.1
162,"0",187.9,0.358,8,9.2,9.2,73.6,0,1,1,1,0,0.125,346.335,1.82,173,0.0177,107.77,6,1,5,0,1,15,134.2,-76,202,1,4.8
